DrupalUserId,DiscourseUserId
1,2
10,3
19,4
21,5
34,6
35,7
38,8
56,9
76,10
77,11
92,12
93,13
94,14
95,15
98,16
100,17
101,18
102,19
103,20
105,21
106,22
108,23
109,24
110,25
111,26
114,27
115,28
116,29
117,30
118,31
119,32
120,33
123,34
127,35
128,36
129,37
130,38
131,39
132,40
133,41
134,42
135,43
136,44
137,45
140,46
190,47
191,48
194,49
199,50
200,51
311,52
321,53
331,54
341,55
401,56
411,57
431,58
451,59
471,60
481,61
501,62
511,63
521,64
531,65
551,66
561,67
571,68
591,69
601,70
621,71
631,72
641,73
651,74
661,75
671,76
681,77
691,78
701,79
711,80
721,81
731,82
741,83
751,84
761,85
771,86
781,87
791,88
801,89
811,90
821,91
831,92
841,93
851,94
861,95
871,96
881,97
891,98
901,99
911,100
921,101
931,102
941,103
951,104
961,105
971,106
981,107
991,108
1001,109
1011,110
1021,111
1031,112
1041,113
1051,114
1061,115
1071,116
1081,117
1091,118
1101,119
1111,120
1121,121
1131,122
1141,123
1151,124
1161,125
1171,126
1181,127
1191,128
1201,129
1211,130
1221,131
1231,132
1241,133
1251,134
1261,135
1271,136
1281,137
1291,138
1301,139
1311,140
1321,141
1331,142
1341,143
1351,144
1361,145
1371,146
1381,147
1391,148
1401,149
1411,150
1421,151
1431,152
1441,153
1451,154
1461,155
1471,156
1481,157
1491,158
1501,159
1511,160
1521,161
1531,162
1541,163
1551,164
1561,165
1571,166
1581,167
1591,168
1601,169
1611,170
1621,171
1631,172
1641,173
1651,174
1661,175
1671,176
1681,177
1691,178
1701,179
1711,180
1721,181
1731,182
1741,183
1751,184
1761,185
1771,186
1781,187
1791,188
1801,189
1811,190
1821,191
1831,192
1841,193
1851,194
1861,195
1871,196
1881,197
1891,198
1901,199
1911,200
1921,201
1931,202
1941,203
1951,204
1961,205
1971,206
1981,207
1991,208
2001,209
2011,210
2021,211
2031,212
2041,213
2051,214
2061,215
2071,216
2081,217
2091,218
2101,219
2111,220
2121,221
2131,222
2141,223
2151,224
2161,225
2171,226
2181,227
2191,228
2201,229
2211,230
2221,231
2231,232
2241,233
2251,234
2261,235
2271,236
2281,237
2291,238
2301,239
2311,240
2321,241
2331,242
2341,243
2351,244
2361,245
2371,246
2381,247
2391,248
2401,249
2411,250
2421,251
2431,252
2441,253
2451,254
2461,255
2471,256
2481,257
2491,258
2501,259
2511,260
2521,261
2531,262
2541,263
2551,264
2561,265
2571,266
2581,267
2591,268
2601,269
2611,270
2621,271
2631,272
2641,273
2651,274
2661,275
2671,276
2681,277
2691,278
2701,279
2711,280
2721,281
2731,282
2741,283
2751,284
2761,285
2771,286
2781,287
2791,288
2801,289
2811,290
2821,291
2831,292
2841,293
2851,294
2861,295
2871,296
2881,297
2891,298
2901,299
2911,300
2921,301
2931,302
2941,303
2951,304
2961,305
2971,306
2981,307
2991,308
3001,309
3011,310
3021,311
3031,312
3041,313
3051,314
3061,315
3071,316
3081,317
3091,318
3101,319
3111,320
3121,321
3131,322
3141,323
3151,324
3161,325
3171,326
3181,327
3191,328
3201,329
3211,330
3221,331
3231,332
3241,333
3251,334
3261,335
3271,336
3281,337
3291,338
3301,339
3311,340
3321,341
3331,342
3341,343
3351,344
3361,345
3371,346
3381,347
3391,348
3401,349
3411,350
3421,351
3431,352
3441,353
3451,354
3461,355
3471,356
3481,357
3491,358
3501,359
3511,360
28841,361
3531,362
3541,363
3551,364
3561,365
3571,366
3581,367
3591,368
3601,369
3611,370
3621,371
3631,372
3641,373
3651,374
3661,375
3671,376
3681,377
3691,378
3701,379
3711,380
3721,381
3731,382
3741,383
3751,384
3761,385
3771,386
3781,387
3791,388
3801,389
3811,390
3821,391
3831,392
3841,393
3851,394
3861,395
3871,396
3881,397
3891,398
3901,399
3911,400
3921,401
3931,402
3941,403
3951,404
3961,405
3971,406
3981,407
3991,408
4001,409
4011,410
4021,411
4031,412
4041,413
4051,414
4061,415
4071,416
4081,417
4091,418
4101,419
4111,420
4121,421
4131,422
4141,423
4151,424
4161,425
4171,426
4181,427
4191,428
4201,429
4211,430
4221,431
4231,432
4241,433
4251,434
4261,435
4271,436
4281,437
4291,438
4301,439
4311,440
4321,441
4331,442
4341,443
4351,444
4361,445
4371,446
4381,447
4391,448
4401,449
4411,450
4421,451
4431,452
4441,453
4451,454
4461,455
4471,456
4481,457
4491,458
4501,459
4511,460
4521,461
4531,462
4541,463
4551,464
4561,465
4571,466
4581,467
4591,468
4601,469
4611,470
4621,471
4631,472
4641,473
30231,474
4661,475
4671,476
4681,477
4691,478
4701,479
4711,480
4721,481
4731,482
4741,483
4751,484
4761,485
53241,486
4781,487
4791,488
4801,489
4811,490
4821,491
4831,492
4841,493
4851,494
4861,495
4871,496
4881,497
4891,498
4901,499
4911,500
4921,501
4931,502
4941,503
4951,504
4961,505
4971,506
4981,507
4991,508
5001,509
5011,510
5021,511
5031,512
5041,513
5051,514
5061,515
5071,516
5081,517
5091,518
5101,519
5111,520
5121,521
5131,522
5141,523
5151,524
5161,525
5171,526
5181,527
5191,528
5201,529
5211,530
5221,531
5231,532
5241,533
5251,534
5261,535
5271,536
5281,537
5291,538
5301,539
5311,540
5321,541
5331,542
5341,543
5351,544
5361,545
5371,546
5381,547
5391,548
5401,549
5411,550
5421,551
5431,552
5441,553
5451,554
5461,555
5471,556
5481,557
5491,558
5501,559
5511,560
5521,561
5531,562
5541,563
5551,564
5561,565
5571,566
5581,567
5591,568
5601,569
5611,570
5621,571
5631,572
5641,573
5651,574
5661,575
5671,576
5681,577
5691,578
5701,579
5711,580
5721,581
5731,582
5741,583
5751,584
5761,585
5771,586
5781,587
5791,588
5801,589
5811,590
5821,591
5831,592
5841,593
5851,594
5861,595
5871,596
5881,597
5891,598
5901,599
5911,600
5921,601
5931,602
5941,603
5951,604
5961,605
5971,606
5981,607
5991,608
6001,609
6011,610
6021,611
6031,612
6041,613
6051,614
6061,615
6071,616
6081,617
6091,618
6101,619
6111,620
6121,621
6131,622
6141,623
6151,624
6161,625
6171,626
6181,627
6191,628
6201,629
6211,630
6221,631
6231,632
6241,633
6251,634
6261,635
195781,636
6281,637
6291,638
6301,639
6311,640
6321,641
6331,642
6341,643
6351,644
6361,645
6371,646
6381,647
6391,648
6401,649
6411,650
6421,651
6431,652
6441,653
6451,654
6461,655
6471,656
6481,657
6491,658
6501,659
6511,660
6521,661
6531,662
6541,663
6551,664
6561,665
6571,666
6581,667
6591,668
6601,669
6611,670
6621,671
6631,672
6641,673
6651,674
6661,675
6671,676
6681,677
6691,678
6701,679
6711,680
6721,681
6731,682
6741,683
6751,684
6761,685
6771,686
6781,687
6791,688
6801,689
6811,690
6821,691
6831,692
6841,693
6851,694
6861,695
6871,696
6881,697
6891,698
6901,699
6911,700
6921,701
6931,702
6941,703
6951,704
6961,705
6971,706
6981,707
7001,708
7011,709
7021,710
7031,711
7041,712
7051,713
454021,714
7071,715
7081,716
7091,717
7101,718
7111,719
7121,720
7131,721
7141,722
7151,723
7161,724
7171,725
7181,726
7191,727
7201,728
7211,729
7221,730
7231,731
7241,732
7251,733
7261,734
7271,735
7281,736
7291,737
7301,738
7311,739
7321,740
7331,741
7341,742
7351,743
7361,744
7371,745
7381,746
7391,747
7401,748
7411,749
7421,750
7441,751
7451,752
7461,753
7471,754
7481,755
7491,756
7501,757
7511,758
7521,759
7531,760
7541,761
7551,762
7561,763
7571,764
7581,765
7591,766
7601,767
7611,768
7621,769
7631,770
7641,771
7651,772
7661,773
7671,774
7681,775
7691,776
7701,777
7711,778
7721,779
7731,780
7741,781
7751,782
7761,783
7771,784
7781,785
7791,786
7801,787
7811,788
7821,789
7831,790
7841,791
7851,792
7861,793
7871,794
7881,795
7891,796
7901,797
7911,798
7921,799
7931,800
7941,801
7951,802
7961,803
7971,804
7981,805
7991,806
8001,807
8011,808
8021,809
8031,810
8041,811
8051,812
8061,813
8071,814
8081,815
8091,816
8101,817
8111,818
8121,819
8621,820
8141,821
8151,822
8161,823
8171,824
8181,825
8191,826
8201,827
8211,828
8221,829
8231,830
8241,831
8251,832
8261,833
8271,834
8281,835
8291,836
8301,837
8311,838
8321,839
8331,840
8341,841
8351,842
8361,843
8371,844
8381,845
8391,846
8401,847
8411,848
8421,849
8431,850
8441,851
8451,852
8461,853
8471,854
8481,855
8491,856
8501,857
8511,858
8521,859
8531,860
8541,861
8551,862
8561,863
8571,864
8581,865
8591,866
8601,867
8611,868
8631,869
8641,870
8651,871
8661,872
8671,873
8681,874
8691,875
8701,876
8711,877
8721,878
8731,879
8741,880
8751,881
8761,882
8771,883
8781,884
8791,885
8801,886
8811,887
8821,888
8831,889
8841,890
8851,891
8861,892
8871,893
8881,894
8891,895
8901,896
8911,897
8921,898
8931,899
8941,900
8951,901
8961,902
8971,903
8981,904
8991,905
9001,906
9011,907
9021,908
9031,909
9041,910
9051,911
9061,912
9071,913
9081,914
9091,915
9101,916
9111,917
9121,918
9131,919
9141,920
9151,921
9161,922
9171,923
9181,924
9191,925
9201,926
9211,927
9221,928
9231,929
9241,930
9251,931
9261,932
9271,933
9281,934
9291,935
9301,936
9311,937
9321,938
9331,939
9341,940
9351,941
9361,942
9371,943
9381,944
9391,945
9401,946
9411,947
9421,948
9431,949
9441,950
9451,951
9461,952
9471,953
9481,954
9491,955
9501,956
9511,957
9521,958
9531,959
9541,960
9551,961
9561,962
9571,963
9581,964
9591,965
9601,966
9611,967
9621,968
9631,969
9641,970
9651,971
9661,972
9671,973
9681,974
9691,975
9701,976
9711,977
9721,978
9731,979
9741,980
9751,981
9761,982
9771,983
9781,984
9791,985
9801,986
9811,987
9821,988
57571,989
9841,990
9851,991
9861,992
9871,993
9881,994
9891,995
9901,996
9911,997
9921,998
9931,999
9941,1000
9951,1001
9961,1002
9971,1003
9981,1004
9991,1005
10001,1006
10011,1007
10411,1008
10031,1009
10041,1010
10051,1011
10061,1012
10071,1013
10081,1014
10091,1015
10101,1016
10111,1017
10121,1018
10131,1019
10141,1020
10151,1021
10161,1022
10171,1023
10181,1024
10191,1025
10201,1026
10211,1027
10221,1028
10231,1029
10241,1030
10251,1031
10261,1032
10271,1033
10281,1034
10291,1035
10301,1036
10311,1037
10321,1038
10331,1039
10341,1040
10351,1041
10361,1042
10371,1043
10381,1044
10391,1045
10401,1046
10421,1047
10431,1048
10441,1049
10451,1050
10461,1051
10471,1052
10481,1053
10491,1054
10501,1055
10511,1056
10521,1057
10531,1058
10541,1059
10551,1060
10561,1061
10571,1062
10581,1063
10591,1064
10601,1065
10611,1066
10621,1067
10631,1068
10641,1069
10651,1070
10661,1071
10671,1072
10681,1073
10691,1074
10701,1075
10711,1076
10721,1077
10731,1078
10741,1079
10751,1080
10761,1081
10771,1082
10781,1083
10791,1084
10801,1085
10811,1086
10821,1087
10831,1088
10841,1089
10851,1090
10861,1091
10871,1092
10881,1093
10891,1094
10901,1095
10911,1096
10921,1097
10931,1098
10941,1099
10951,1100
10961,1101
10971,1102
10981,1103
10991,1104
11001,1105
11011,1106
11021,1107
11031,1108
11041,1109
11051,1110
11061,1111
11071,1112
11081,1113
11091,1114
11101,1115
11111,1116
11121,1117
11131,1118
11141,1119
11151,1120
11161,1121
11171,1122
11181,1123
11191,1124
11201,1125
11211,1126
11221,1127
11231,1128
11241,1129
11251,1130
11261,1131
11271,1132
11281,1133
11291,1134
11301,1135
11311,1136
11321,1137
11331,1138
11341,1139
11351,1140
11361,1141
11371,1142
11381,1143
11391,1144
11401,1145
11411,1146
11421,1147
11431,1148
11441,1149
11451,1150
11461,1151
11471,1152
11481,1153
11491,1154
11501,1155
11511,1156
11521,1157
11531,1158
11541,1159
11551,1160
11561,1161
11571,1162
11581,1163
11591,1164
11601,1165
11611,1166
11621,1167
11631,1168
11641,1169
11651,1170
11661,1171
11671,1172
11681,1173
11691,1174
11701,1175
11711,1176
11721,1177
11731,1178
11741,1179
11751,1180
11761,1181
11771,1182
61291,1183
11791,1184
11801,1185
11811,1186
11821,1187
11831,1188
11841,1189
11851,1190
11861,1191
11871,1192
11881,1193
11891,1194
11901,1195
11911,1196
11921,1197
11931,1198
11941,1199
11951,1200
11961,1201
11971,1202
11981,1203
11991,1204
12001,1205
12011,1206
12021,1207
12031,1208
12041,1209
12051,1210
12061,1211
12071,1212
12081,1213
12091,1214
12101,1215
12111,1216
12121,1217
12131,1218
12141,1219
12151,1220
12161,1221
12171,1222
12181,1223
12191,1224
12201,1225
12211,1226
12221,1227
12231,1228
12241,1229
12251,1230
12261,1231
12271,1232
12281,1233
12291,1234
12301,1235
12311,1236
12321,1237
12331,1238
12341,1239
12351,1240
12361,1241
12371,1242
12381,1243
12391,1244
12401,1245
12411,1246
12421,1247
12431,1248
12441,1249
12451,1250
12461,1251
12471,1252
12481,1253
12491,1254
12501,1255
12511,1256
12521,1257
12531,1258
12541,1259
12551,1260
12561,1261
12571,1262
12581,1263
12591,1264
29871,1265
12611,1266
12621,1267
12631,1268
12641,1269
12651,1270
12661,1271
12671,1272
12681,1273
12691,1274
12701,1275
12711,1276
12721,1277
12731,1278
12741,1279
12751,1280
12761,1281
12771,1282
12781,1283
32731,1284
12801,1285
12811,1286
12821,1287
12831,1288
12841,1289
12851,1290
12861,1291
12871,1292
12881,1293
12891,1294
12901,1295
12911,1296
12921,1297
12931,1298
12941,1299
12951,1300
12961,1301
12971,1302
12981,1303
12991,1304
13001,1305
13011,1306
13021,1307
13031,1308
13041,1309
13051,1310
13061,1311
13071,1312
13081,1313
13091,1314
13101,1315
13111,1316
13121,1317
13131,1318
13141,1319
13151,1320
13161,1321
20031,1322
13181,1323
13191,1324
13201,1325
13211,1326
13221,1327
13231,1328
13241,1329
13251,1330
13261,1331
13271,1332
13281,1333
13291,1334
13301,1335
13311,1336
13321,1337
13331,1338
13341,1339
13351,1340
13361,1341
13371,1342
13381,1343
13391,1344
13401,1345
13411,1346
13421,1347
13431,1348
13441,1349
13451,1350
13461,1351
13471,1352
13481,1353
13491,1354
13501,1355
13511,1356
13521,1357
13531,1358
13541,1359
13551,1360
13561,1361
13571,1362
13581,1363
13591,1364
13601,1365
13611,1366
13621,1367
13631,1368
13641,1369
13651,1370
13661,1371
13671,1372
13681,1373
13691,1374
13701,1375
13711,1376
13721,1377
13731,1378
13741,1379
13751,1380
13761,1381
13771,1382
13781,1383
13791,1384
13801,1385
13811,1386
13821,1387
13831,1388
13841,1389
13851,1390
13861,1391
13871,1392
13881,1393
13891,1394
13901,1395
13911,1396
13921,1397
13931,1398
13941,1399
13951,1400
13961,1401
13971,1402
13981,1403
